Year,Month,Day,Discharge (ft3/s),Discharge (m3/s)
2015,7,22,3320,94.01536032
2015,7,23,3290,93.16582394
2015,7,24,3420,96.84714829
2015,7,25,3280,92.88264514
2015,7,26,3150,89.20132079
2015,7,27,3040,86.08635403
2015,7,28,3060,86.65271162
2015,7,29,3010,85.23681764
2015,7,30,2930,82.97138727
2015,7,31,2790,79.00688413
2015,8,1,2730,77.30781135
2015,8,2,2640,74.75920219
2015,8,3,2580,73.06012941
2015,8,4,2580,73.06012941
2015,8,5,2660,75.32555978
2015,8,6,2720,77.02463255
2015,8,7,2810,79.57324172
2015,8,8,2870,81.2723145
2015,8,9,3300,93.44900273
2015,8,10,3080,87.21906922
2015,8,11,2760,78.15734774
2015,8,12,2610,73.9096658
2015,8,13,2600,73.626487
2015,8,14,2540,71.92741422
2015,8,15,2460,69.66198385
2015,8,16,2470,69.94516265
2015,8,17,2390,67.67973228
2015,8,18,2350,66.5470171
2015,8,19,2340,66.2638383
2015,8,20,2300,65.13112312
2015,8,21,2250,63.71522914
2015,8,22,2200,62.29933515
2015,8,23,2140,60.60026238
2015,8,24,2080,58.9011896
2015,8,25,2050,58.05165321
2015,8,26,2010,56.91893803
2015,8,27,1980,56.06940164
2015,8,28,1980,56.06940164
2015,8,29,1960,55.50304405
2015,8,30,1920,54.37032886
2015,8,31,1910,54.08715007
2015,9,1,1870,52.95443488
2015,9,2,1830,51.8217197
2015,9,3,1810,51.2553621
2015,9,4,1790,50.68900451
2015,9,5,1800,50.97218331
2015,9,6,1810,51.2553621
2015,9,7,1810,51.2553621
2015,9,8,1770,50.12264692
2015,9,9,1720,48.70675294
2015,9,10,1680,47.57403775
2015,9,11,1640,46.44132257
2015,9,12,1610,45.59178618
2015,9,13,1600,45.30860739
2015,9,14,1580,44.74224979
2015,9,15,1610,45.59178618
2015,9,16,1790,50.68900451
2015,9,17,2010,56.91893803
2015,9,18,2020,57.20211682
2015,9,19,1940,54.93668645
2015,9,20,1870,52.95443488
2015,9,21,1820,51.5385409
2015,9,22,1780,50.40582572
2015,9,23,1730,48.98993174
2015,9,24,1690,47.85721655
2015,9,25,1660,47.00768016
2015,9,26,1650,46.72450137
2015,9,27,1630,46.15814377
2015,9,28,1630,46.15814377
2015,9,29,1620,45.87496498
2015,9,30,1600,45.30860739
2015,10,1,1650,46.72450137
2015,10,2,1690,47.85721655
2015,10,3,1740,49.27311053
2015,10,4,1850,52.38807729
2015,10,5,1850,52.38807729
2015,10,6,1760,49.83946812
2015,10,7,1730,48.98993174
2015,10,8,1710,48.42357414
2015,10,9,1700,48.14039535
2015,10,10,1670,47.29085896
2015,10,11,1650,46.72450137
2015,10,12,1650,46.72450137
2015,10,13,1640,46.44132257
2015,10,14,1640,46.44132257
2015,10,15,1620,45.87496498
2015,10,16,1620,45.87496498
2015,10,17,1620,45.87496498
2015,10,18,1620,45.87496498
2015,10,19,1630,46.15814377
2015,10,20,1760,49.83946812
2015,10,21,1960,55.50304405
2015,10,22,1890,53.52079247
2015,10,23,1800,50.97218331
2015,10,24,1740,49.27311053
2015,10,25,1710,48.42357414
2015,10,26,1720,48.70675294
2015,10,27,1730,48.98993174
2015,10,28,1720,48.70675294
2015,10,29,1680,47.57403775
2015,10,30,1680,47.57403775
2015,10,31,1670,47.29085896
2015,11,1,1720,48.70675294
2015,11,2,1780,50.40582572
2015,11,3,1930,54.65350766
2015,11,4,1880,53.23761368
2015,11,5,1820,51.5385409
2015,11,6,1770,50.12264692
2015,11,7,1690,47.85721655
2015,11,8,1650,46.72450137
2015,11,9,1660,47.00768016
2015,11,10,1700,48.14039535
2015,11,11,1710,48.42357414
2015,11,12,1640,46.44132257
2015,11,13,1670,47.29085896
2015,11,14,1660,47.00768016
2015,11,15,1620,45.87496498
2015,11,16,1620,45.87496498
2015,11,17,1590,45.02542859
2015,11,18,1570,44.459071
2015,11,19,1580,44.74224979
2015,11,20,1550,43.8927134
2015,11,21,1490,42.19364063
2015,11,22,1290,36.5300647
2015,11,23,1430,40.49456785
2015,11,24,1520,43.04317702
2015,11,25,1520,43.04317702
2015,11,26,1480,41.91046183
2015,11,27,1260,35.68052832
2015,11,28,1140,32.28238276
2015,11,29,1090,30.86648878
2015,11,30,1160,32.84874035
2015,12,1,1200,33.98145554
2015,12,2,1150,32.56556156
2015,12,3,1270,35.96370711
2015,12,4,1450,41.06092544
2015,12,5,1350,38.22913748
2015,12,6,1310,37.0964223
2015,12,7,1320,37.37960109
2015,12,8,1380,39.07867387
2015,12,9,1380,39.07867387
2015,12,10,1380,39.07867387
2015,12,11,1350,38.22913748
2015,12,12,1310,37.0964223
2015,12,13,1290,36.5300647
2015,12,14,1340,37.94595869
2015,12,15,1300,36.8132435
2015,12,16,1220,34.54781313
2015,12,17,1200,33.98145554
2015,12,18,1190,33.69827674
2015,12,19,1260,35.68052832
2015,12,20,1220,34.54781313
2015,12,21,1230,34.83099193
2015,12,22,1230,34.83099193
2015,12,23,1180,33.41509795
2015,12,24,1100,31.14966758
2015,12,25,1150,32.56556156
2015,12,26,1170,33.13191915
2015,12,27,1010,28.60105841
2015,12,28,1050,29.7337736
2015,12,29,1090,30.86648878
2015,12,30,1120,31.71602517
2015,12,31,1090,30.86648878
2016,1,1,1050,29.7337736
2016,1,2,1030,29.167416
2016,1,3,1070,30.30013119
2016,1,4,1080,30.58330998
2016,1,5,1160,32.84874035
2016,1,6,1180,33.41509795
2016,1,7,1160,32.84874035
2016,1,8,1150,32.56556156
2016,1,9,1150,32.56556156
2016,1,10,1140,32.28238276
2016,1,11,1080,30.58330998
2016,1,12,1060,30.01695239
2016,1,13,1150,32.56556156
2016,1,14,1180,33.41509795
2016,1,15,1140,32.28238276
2016,1,16,1140,32.28238276
2016,1,17,1170,33.13191915
2016,1,18,1180,33.41509795
2016,1,19,1190,33.69827674
2016,1,20,1180,33.41509795
2016,1,21,1190,33.69827674
2016,1,22,1200,33.98145554
2016,1,23,1200,33.98145554
2016,1,24,1200,33.98145554
2016,1,25,1210,34.26463433
2016,1,26,1180,33.41509795
2016,1,27,1180,33.41509795
2016,1,28,1200,33.98145554
2016,1,29,1200,33.98145554
2016,1,30,1220,34.54781313
2016,1,31,1200,33.98145554
2016,2,1,1180,33.41509795
2016,2,2,1120,31.71602517
2016,2,3,1120,31.71602517
2016,2,4,1150,32.56556156
2016,2,5,1200,33.98145554
2016,2,6,1200,33.98145554
2016,2,7,1190,33.69827674
2016,2,8,1190,33.69827674
2016,2,9,1190,33.69827674
2016,2,10,1200,33.98145554
2016,2,11,1200,33.98145554
2016,2,12,1210,34.26463433
2016,2,13,1250,35.39734952
2016,2,14,1240,35.11417072
2016,2,15,1230,34.83099193
2016,2,16,1250,35.39734952
2016,2,17,1250,35.39734952
2016,2,18,1260,35.68052832
2016,2,19,1260,35.68052832
2016,2,20,1220,34.54781313
2016,2,21,1220,34.54781313
2016,2,22,1160,32.84874035
2016,2,23,1220,34.54781313
2016,2,24,1150,32.56556156
2016,2,25,1160,32.84874035
2016,2,26,1210,34.26463433
2016,2,27,1230,34.83099193
2016,2,28,1230,34.83099193
2016,2,29,1240,35.11417072
2016,3,1,1220,34.54781313
2016,3,2,1180,33.41509795
2016,3,3,1230,34.83099193
2016,3,4,1210,34.26463433
2016,3,5,1220,34.54781313
2016,3,6,1220,34.54781313
2016,3,7,1260,35.68052832
2016,3,8,1260,35.68052832
2016,3,9,1220,34.54781313
2016,3,10,1240,35.11417072
2016,3,11,1260,35.68052832
2016,3,12,1300,36.8132435
2016,3,13,1290,36.5300647
2016,3,14,1320,37.37960109
2016,3,15,1310,37.0964223
2016,3,16,1240,35.11417072
2016,3,17,1230,34.83099193
2016,3,18,1250,35.39734952
2016,3,19,1190,33.69827674
2016,3,20,1190,33.69827674
2016,3,21,1260,35.68052832
2016,3,22,1310,37.0964223
2016,3,23,1310,37.0964223
2016,3,24,1270,35.96370711
2016,3,25,1270,35.96370711
2016,3,26,1270,35.96370711
2016,3,27,1240,35.11417072
2016,3,28,1270,35.96370711
2016,3,29,1290,36.5300647
2016,3,30,1270,35.96370711
2016,3,31,1260,35.68052832
2016,4,1,1280,36.24688591
2016,4,2,1280,36.24688591
2016,4,3,1340,37.94595869
2016,4,4,1450,41.06092544
2016,4,5,1590,45.02542859
2016,4,6,1660,47.00768016
2016,4,7,1620,45.87496498
2016,4,8,1700,48.14039535
2016,4,9,1910,54.08715007
2016,4,10,2250,63.71522914
2016,4,11,2500,70.79469904
2016,4,12,2890,81.83867209
2016,4,13,3420,96.84714829
2016,4,14,4060,114.9705912
2016,4,15,3690,104.4929758
2016,4,16,3120,88.3517844
2016,4,17,2780,78.72370533
2016,4,18,2710,76.74145376
2016,4,19,2770,78.44052654
2016,4,20,3040,86.08635403
2016,4,21,4170,118.085558
2016,4,22,5460,154.6156227
2016,4,23,6440,182.3671447
2016,4,24,6230,176.42039
2016,4,25,5710,161.6950926
2016,4,26,5450,154.3324439
2016,4,27,4840,137.0585373
2016,4,28,4370,123.7491339
2016,4,29,4080,115.5369488
2016,4,30,3930,111.2892669
2016,5,1,3880,109.8733729
2016,5,2,3910,110.7229093
2016,5,3,4500,127.4304583
2016,5,4,5620,159.1464834
2016,5,5,7090,200.7737665
2016,5,6,8080,228.8084673
2016,5,7,8680,245.7991951
2016,5,8,8880,251.462771
2016,5,9,9720,275.2497899
2016,5,10,9140,258.8254197
2016,5,11,7740,219.1803882
2016,5,12,6760,191.4288662
2016,5,13,6590,186.6148267
2016,5,14,7150,202.4728393
2016,5,15,7860,222.5785338
2016,5,16,7690,217.7644942
2016,5,17,7370,208.7027728
2016,5,18,7650,216.6317791
2016,5,19,8140,230.5075401
2016,5,20,9350,264.7721744
2016,5,21,10100,286.0105841
2016,5,22,10300,291.67416
2016,5,23,9010,255.1440953
2016,5,24,8200,232.2066128
2016,5,25,7730,218.8972094
2016,5,26,7740,219.1803882
2016,5,27,7770,220.0299246
2016,5,28,8080,228.8084673
2016,5,29,7960,225.4103217
2016,5,30,8260,233.9056856
2016,5,31,8610,243.8169435
2016,6,1,8550,242.1178707
2016,6,2,8860,250.8964134
2016,6,3,9240,261.6572076
2016,6,4,9740,275.8161475
2016,6,5,10500,297.337736
2016,6,6,11200,317.1602517
2016,6,7,11800,334.1509795
2016,6,8,11900,336.9827674
2016,6,9,11900,336.9827674
2016,6,10,11700,331.3191915
2016,6,11,11000,311.4966758
2016,6,12,10200,288.8423721
2016,6,13,9310,263.6394592
2016,6,14,8920,252.5954862
2016,6,15,8740,247.4982678
2016,6,16,8910,252.3123074
2016,6,17,8270,234.1888644
2016,6,18,7910,223.9944278
2016,6,19,7820,221.4458186
2016,6,20,7530,213.2336335
2016,6,21,7270,205.8709848
2016,6,22,7090,200.7737665
2016,6,23,6790,192.2784026
2016,6,24,6540,185.1989327
2016,6,25,6310,178.6858204
2016,6,26,6050,171.3231717
2016,6,27,5820,164.8100594
2016,6,28,5610,158.8633046
2016,6,29,5440,154.0492651
2016,6,30,5330,150.9342984
2016,7,1,5290,149.8015832
2016,7,2,5210,147.5361528
2016,7,3,5070,143.5716497
2016,7,4,5060,143.2884709
2016,7,5,5020,142.1557557
2016,7,6,4830,136.7753585
2016,7,7,4710,133.377213
2016,7,8,4560,129.129531
2016,7,9,4390,124.3154915
2016,7,10,4470,126.5809219
2016,7,11,4900,138.7576101
2016,7,12,4850,137.3417161
2016,7,13,4570,129.4127098
2016,7,14,4350,123.1827763
2016,7,15,4160,117.8023792
2016,7,16,4060,114.9705912
2016,7,17,3980,112.7051609
2016,7,18,3860,109.3070153
2016,7,19,3750,106.1920486
2016,7,20,3680,104.209797
2016,7,21,3590,101.6611878
2016,7,22,3490,98.82939986
2016,7,23,3410,96.56396949
2016,7,24,3360,95.14807551
2016,7,25,3280,92.88264514
2016,7,26,3200,90.61721477
2016,7,27,3120,88.3517844
2016,7,28,3090,87.50224801
2016,7,29,3030,85.80317524
2016,7,30,2980,84.38728125
2016,7,31,2920,82.68820848
2016,8,1,2890,81.83867209
2016,8,2,2830,80.13959931
2016,8,3,2750,77.87416894
2016,8,4,2690,76.17509617
2016,8,5,2630,74.47602339
2016,8,6,2600,73.626487
2016,8,7,2590,73.3433082
2016,8,8,2600,73.626487
2016,8,9,2550,72.21059302
2016,8,10,2450,69.37880506
2016,8,11,2380,67.39655349
2016,8,12,2320,65.69748071
2016,8,13,2280,64.56476552
2016,8,14,2240,63.43205034
2016,8,15,2180,61.73297756
2016,8,16,2100,59.46754719
2016,8,17,2050,58.05165321
2016,8,18,2030,57.48529562
2016,8,19,2030,57.48529562
2016,8,20,2050,58.05165321
2016,8,21,2000,56.63575923
2016,8,22,1960,55.50304405
2016,8,23,1920,54.37032886
2016,8,24,1890,53.52079247
2016,8,25,1860,52.67125609
2016,8,26,1840,52.10489849
2016,8,27,1820,51.5385409
2016,8,28,1800,50.97218331
2016,8,29,1780,50.40582572
2016,8,30,1750,49.55628933
2016,8,31,1730,48.98993174
2016,9,1,1710,48.42357414
2016,9,2,1700,48.14039535
2016,9,3,1690,47.85721655
2016,9,4,1700,48.14039535
2016,9,5,1720,48.70675294
2016,9,6,1730,48.98993174
2016,9,7,1710,48.42357414
2016,9,8,1690,47.85721655
2016,9,9,1660,47.00768016
2016,9,10,1640,46.44132257
2016,9,11,1630,46.15814377
2016,9,12,1620,45.87496498
2016,9,13,1670,47.29085896
2016,9,14,1690,47.85721655
2016,9,15,1700,48.14039535
2016,9,16,1690,47.85721655
2016,9,17,1690,47.85721655
2016,9,18,1660,47.00768016
2016,9,19,1670,47.29085896
2016,9,20,1730,48.98993174
2016,9,21,1700,48.14039535
2016,9,22,1710,48.42357414
2016,9,23,1760,49.83946812
2016,9,24,1840,52.10489849
2016,9,25,1800,50.97218331
2016,9,26,1770,50.12264692
2016,9,27,1740,49.27311053
2016,9,28,1710,48.42357414
2016,9,29,1700,48.14039535
2016,9,30,1690,47.85721655
2016,10,1,1690,47.85721655
2016,10,2,1730,48.98993174
2016,10,3,2030,57.48529562
2016,10,4,2330,65.9806595
2016,10,5,2240,63.43205034
2016,10,6,2090,59.1843684
2016,10,7,2040,57.76847442
2016,10,8,2000,56.63575923
2016,10,9,1970,55.78622284
2016,10,10,2020,57.20211682
2016,10,11,2040,57.76847442
2016,10,12,2030,57.48529562
2016,10,13,1980,56.06940164
2016,10,14,1950,55.21986525
2016,10,15,2050,58.05165321
2016,10,16,2410,68.24608987
2016,10,17,3060,86.65271162
2016,10,18,2640,74.75920219
2016,10,19,2390,67.67973228
2016,10,20,2270,64.28158673
2016,10,21,2190,62.01615636
2016,10,22,2150,60.88344117
2016,10,23,2170,61.44979877
2016,10,24,2170,61.44979877
2016,10,25,2300,65.13112312
2016,10,26,2540,71.92741422
2016,10,27,2550,72.21059302
2016,10,28,2550,72.21059302
2016,10,29,3120,88.3517844
2016,10,30,4060,114.9705912
2016,10,31,4480,126.8641007
2016,11,1,4980,141.0230405
2016,11,2,4100,116.1033064
2016,11,3,3670,103.9266182
2016,11,4,3390,95.9976119
2016,11,5,3200,90.61721477
2016,11,6,3010,85.23681764
2016,11,7,2870,81.2723145
2016,11,8,2750,77.87416894
2016,11,9,2630,74.47602339
2016,11,10,2540,71.92741422
2016,11,11,2480,70.22834145
2016,11,12,2400,67.96291108
2016,11,13,2340,66.2638383
2016,11,14,2300,65.13112312
2016,11,15,2260,63.99840793
2016,11,16,2280,64.56476552
2016,11,17,2310,65.41430191
2016,11,18,2100,59.46754719
2016,11,19,1970,55.78622284
2016,11,20,2130,60.31708358
2016,11,21,2170,61.44979877
2016,11,22,2140,60.60026238
2016,11,23,2070,58.6180108
2016,11,24,2050,58.05165321
2016,11,25,1970,55.78622284
2016,11,26,1930,54.65350766
2016,11,27,1930,54.65350766
2016,11,28,1930,54.65350766
2016,11,29,1940,54.93668645
2016,11,30,1810,51.2553621
2016,12,1,1790,50.68900451
2016,12,2,1870,52.95443488
2016,12,3,1810,51.2553621
2016,12,4,1810,51.2553621
2016,12,5,1800,50.97218331
2016,12,6,1620,45.87496498
2016,12,7,1590,45.02542859
2016,12,8,1400,39.64503146
2016,12,9,1430,40.49456785
2016,12,10,1830,51.8217197
2016,12,11,1810,51.2553621
2016,12,12,1690,47.85721655
2016,12,13,1700,48.14039535
2016,12,14,1620,45.87496498
2016,12,15,1720,48.70675294
2016,12,16,1650,46.72450137
2016,12,17,1190,33.69827674
2016,12,18,1060,30.01695239
2016,12,19,1140,32.28238276
2016,12,20,1340,37.94595869
2016,12,21,1610,45.59178618
2016,12,22,1420,40.21138905
2016,12,23,1390,39.36185267
2016,12,24,1610,45.59178618
2016,12,25,1580,44.74224979
2016,12,26,1490,42.19364063
2016,12,27,1430,40.49456785
2016,12,28,1470,41.62728304
2016,12,29,1450,41.06092544
2016,12,30,1500,42.47681942
2016,12,31,1430,40.49456785
2017,1,1,1390,39.36185267
2017,1,2,1370,38.79549507
2017,1,3,1210,34.26463433
2017,1,4,1200,33.98145554
2017,1,5,1180,33.41509795
2017,1,6,1160,32.84874035
2017,1,7,1120,31.71602517
2017,1,8,1260,35.68052832
2017,1,9,1440,40.77774665
2017,1,10,1420,40.21138905
2017,1,11,1280,36.24688591
2017,1,12,1290,36.5300647
2017,1,13,1290,36.5300647
2017,1,14,1240,35.11417072
2017,1,15,1220,34.54781313
2017,1,16,1200,33.98145554
2017,1,17,1210,34.26463433
2017,1,18,1280,36.24688591
2017,1,19,1340,37.94595869
2017,1,20,1360,38.51231628
2017,1,21,1340,37.94595869
2017,1,22,1330,37.66277989
2017,1,23,1340,37.94595869
2017,1,24,1330,37.66277989
2017,1,25,1320,37.37960109
2017,1,26,1310,37.0964223
2017,1,27,1260,35.68052832
2017,1,28,1190,33.69827674
2017,1,29,1250,35.39734952
2017,1,30,1300,36.8132435
2017,1,31,1310,37.0964223
2017,2,1,1270,35.96370711
2017,2,2,1230,34.83099193
2017,2,3,1140,32.28238276
2017,2,4,1190,33.69827674
2017,2,5,1310,37.0964223
2017,2,6,1380,39.07867387
2017,2,7,1320,37.37960109
2017,2,8,1250,35.39734952
2017,2,9,1310,37.0964223
2017,2,10,1540,43.60953461
2017,2,11,1640,46.44132257
2017,2,12,1460,41.34410424
2017,2,13,1390,39.36185267
2017,2,14,1390,39.36185267
2017,2,15,1430,40.49456785
2017,2,16,1470,41.62728304
2017,2,17,1500,42.47681942
2017,2,18,1550,43.8927134
2017,2,19,1610,45.59178618
2017,2,20,1600,45.30860739
2017,2,21,1570,44.459071
2017,2,22,1560,44.1758922
2017,2,23,1550,43.8927134
2017,2,24,1520,43.04317702
2017,2,25,1500,42.47681942
2017,2,26,1460,41.34410424
2017,2,27,1480,41.91046183
2017,2,28,1490,42.19364063
2017,3,1,1480,41.91046183
2017,3,2,1490,42.19364063
2017,3,3,1510,42.75999822
2017,3,4,1540,43.60953461
2017,3,5,1580,44.74224979
2017,3,6,1620,45.87496498
2017,3,7,1580,44.74224979
2017,3,8,1530,43.32635581
2017,3,9,1630,46.15814377
2017,3,10,1680,47.57403775
2017,3,11,1810,51.2553621
2017,3,12,1840,52.10489849
2017,3,13,1840,52.10489849
2017,3,14,1840,52.10489849
2017,3,15,1920,54.37032886
2017,3,16,2040,57.76847442
2017,3,17,2230,63.14887154
2017,3,18,2240,63.43205034
2017,3,19,2450,69.37880506
2017,3,20,2880,81.55549329
2017,3,21,3020,85.51999644
2017,3,22,3030,85.80317524
2017,3,23,3320,94.01536032
2017,3,24,3240,91.74992995
2017,3,25,3080,87.21906922
2017,3,26,3010,85.23681764
2017,3,27,2860,80.9891357
2017,3,28,2810,79.57324172
2017,3,29,2700,76.45827496
2017,3,30,2730,77.30781135
2017,3,31,2770,78.44052654
2017,4,1,2740,77.59099015
2017,4,2,2820,79.85642052
2017,4,3,2960,83.82092366
2017,4,4,2830,80.13959931
2017,4,5,2690,76.17509617
2017,4,6,2630,74.47602339
2017,4,7,2670,75.60873857
2017,4,8,3010,85.23681764
2017,4,9,3240,91.74992995
2017,4,10,3080,87.21906922
2017,4,11,2950,83.53774487
2017,4,12,2890,81.83867209
2017,4,13,2950,83.53774487
2017,4,14,3520,99.67893625
2017,4,15,3940,111.5724457
2017,4,16,3620,102.5107242
2017,4,17,3590,101.6611878
2017,4,18,3780,107.0415849
2017,4,19,3750,106.1920486
2017,4,20,3880,109.8733729
2017,4,21,4080,115.5369488
2017,4,22,4020,113.8378761
2017,4,23,4020,113.8378761
2017,4,24,4310,122.0500611
2017,4,25,4340,122.8995975
2017,4,26,4170,118.085558
2017,4,27,4140,117.2360216
2017,4,28,3990,112.9883397
2017,4,29,3730,105.625691
2017,4,30,3650,103.3602606
2017,5,1,3590,101.6611878
2017,5,2,3570,101.0948302
2017,5,3,3630,102.793903
2017,5,4,3880,109.8733729
2017,5,5,5110,144.7043648
2017,5,6,7530,213.2336335
2017,5,7,10100,286.0105841
2017,5,8,12000,339.8145554
2017,5,9,12900,365.300647
2017,5,10,12200,345.4781313
2017,5,11,13100,370.964223
2017,5,12,15900,450.2542859
2017,5,13,20000,566.3575923
2017,5,14,16600,470.0768016
2017,5,15,13400,379.4595869
2017,5,16,12400,351.1417072
2017,5,17,12100,342.6463433
2017,5,18,11100,314.3284637
2017,5,19,10100,286.0105841
2017,5,20,9640,272.9843595
2017,5,21,9320,263.922638
2017,5,22,9750,276.0993263
2017,5,23,10300,291.67416
2017,5,24,12400,351.1417072
2017,5,25,17100,484.2357414
2017,5,26,14000,396.4503146
2017,5,27,12300,348.3099193
2017,5,28,11900,336.9827674
2017,5,29,13200,373.7960109
2017,5,30,14800,419.1046183
2017,5,31,16300,461.5814377
2017,6,1,18500,523.8807729
2017,6,2,20700,586.180108
2017,6,3,21900,620.1615636
2017,6,4,22000,622.9933515
2017,6,5,23000,651.3112312
2017,6,6,23800,673.9655349
2017,6,7,22800,645.6476552
2017,6,8,23300,659.806595
2017,6,9,23700,671.1337469
2017,6,10,20900,591.843684
2017,6,11,17700,501.2264692
2017,6,12,15500,438.927134
2017,6,13,16700,472.9085896
2017,6,14,15600,441.758922
2017,6,15,14600,413.4410424
2017,6,16,14100,399.2821026
2017,6,17,16800,475.7403775
2017,6,18,16100,455.9178618
2017,6,19,15200,430.4317702
2017,6,20,16100,455.9178618
2017,6,21,17900,506.8900451
2017,6,22,18000,509.7218331
2017,6,23,16100,455.9178618
2017,6,24,14900,421.9364063
2017,6,25,14200,402.1138905
2017,6,26,13900,393.6185267
2017,6,27,13800,390.7867387
2017,6,28,13900,393.6185267
2017,6,29,13800,390.7867387
2017,6,30,12900,365.300647
2017,7,1,12400,351.1417072
2017,7,2,12100,342.6463433
2017,7,3,11900,336.9827674
2017,7,4,11700,331.3191915
2017,7,5,11500,325.6556156
2017,7,6,11300,319.9920397
2017,7,7,11100,314.3284637
2017,7,8,10700,303.0013119
2017,7,9,10300,291.67416
2017,7,10,10200,288.8423721
2017,7,11,9920,280.9133658
2017,7,12,9610,272.1348231
2017,7,13,9280,262.7899228
2017,7,14,8870,251.1795922
2017,7,15,8580,242.9674071
2017,7,16,8560,242.4010495
2017,7,17,8410,238.1533676
2017,7,18,8120,229.9411825
2017,7,19,7810,221.1626398
2017,7,20,7460,211.2513819
2017,7,21,7250,205.3046272
2017,7,22,7010,198.5083361
2017,7,23,6760,191.4288662
2017,7,24,6580,186.3316479
2017,7,25,6370,180.3848932
2017,7,26,6270,177.5531052
2017,7,27,6210,175.8540324
2017,7,28,6150,174.1549596
2017,7,29,6010,170.1904565
2017,7,30,5920,167.6418473
2017,7,31,5690,161.128735
2017,8,1,5490,155.4651591
2017,8,2,5310,150.3679408
2017,8,3,5140,145.5539012
2017,8,4,4980,141.0230405
2017,8,5,4850,137.3417161
2017,8,6,4740,134.2267494
2017,8,7,4600,130.2622462
2017,8,8,4480,126.8641007
2017,8,9,4400,124.5986703
2017,8,10,4300,121.7668823
2017,8,11,4190,118.6519156
2017,8,12,4080,115.5369488
2017,8,13,4010,113.5546973
2017,8,14,4070,115.25377
2017,8,15,4130,116.9528428
2017,8,16,3990,112.9883397
2017,8,17,3810,107.8911213
2017,8,18,3670,103.9266182
2017,8,19,3550,100.5284726
2017,8,20,3450,97.69668467
2017,8,21,3360,95.14807551
2017,8,22,3260,92.31628755
2017,8,23,3190,90.33403597
2017,8,24,3150,89.20132079
2017,8,25,3110,88.0686056
2017,8,26,3070,86.93589042
2017,8,27,2970,84.10410246
2017,8,28,2880,81.55549329
2017,8,29,2790,79.00688413
2017,8,30,2740,77.59099015
2017,8,31,2700,76.45827496
2017,9,1,2660,75.32555978
2017,9,2,2610,73.9096658
2017,9,3,2530,71.64423543
2017,9,4,2490,70.51152024
2017,9,5,2440,69.09562626
2017,9,6,2390,67.67973228
2017,9,7,2350,66.5470171
2017,9,8,2310,65.41430191
2017,9,9,2310,65.41430191
2017,9,10,2300,65.13112312
2017,9,11,2260,63.99840793
2017,9,12,2230,63.14887154
2017,9,13,2230,63.14887154
2017,9,14,2240,63.43205034
2017,9,15,2430,68.81244747
2017,9,16,2800,79.29006292
2017,9,17,2630,74.47602339
2017,9,18,2550,72.21059302
2017,9,19,2710,76.74145376
2017,9,20,2920,82.68820848
2017,9,21,2880,81.55549329
2017,9,22,3150,89.20132079
2017,9,23,3140,88.91814199
2017,9,24,3040,86.08635403
2017,9,25,2960,83.82092366
2017,9,26,2840,80.42277811
2017,9,27,2810,79.57324172
2017,9,28,2920,82.68820848
2017,9,29,2950,83.53774487
2017,9,30,2940,83.25456607
2017,10,1,3000,84.95363885
2017,9,2,2610,73.9096658
2017,9,3,2530,71.64423543
2017,9,4,2490,70.51152024
2017,9,5,2440,69.09562626
2017,9,6,2390,67.67973228
2017,9,7,2350,66.5470171
2017,9,8,2310,65.41430191
2017,9,9,2310,65.41430191
2017,9,10,2300,65.13112312
2017,9,11,2260,63.99840793
2017,9,12,2230,63.14887154
2017,9,13,2230,63.14887154
2017,9,14,2240,63.43205034
2017,9,15,2430,68.81244747
2017,9,16,2800,79.29006292
2017,9,17,2630,74.47602339
2017,9,18,2550,72.21059302
2017,9,19,2710,76.74145376
2017,9,20,2920,82.68820848
2017,9,21,2880,81.55549329
2017,9,22,3150,89.20132079
2017,9,23,3140,88.91814199
2017,9,24,3040,86.08635403
2017,9,25,2960,83.82092366
2017,9,26,2840,80.42277811
2017,9,27,2810,79.57324172
2017,9,28,2920,82.68820848
2017,9,29,2950,83.53774487
2017,9,30,2940,83.25456607
2017,10,1,3000,84.95363885
