Year,Month,Day,Discharge (ft3/s),Discharge (m3/s)
2013,2,25,1160,32.84874035
2013,2,26,1160,32.84874035
2013,2,27,1180,33.41509795
2013,2,28,1180,33.41509795
2013,3,1,1190,33.69827674
2013,3,2,1210,34.26463433
2013,3,3,1240,35.11417072
2013,3,4,1250,35.39734952
2013,3,5,1170,33.13191915
2013,3,6,1180,33.41509795
2013,3,7,1220,34.54781313
2013,3,8,1250,35.39734952
2013,3,9,1260,35.68052832
2013,3,10,1230,34.83099193
2013,3,11,1210,34.26463433
2013,3,12,1240,35.11417072
2013,3,13,1210,34.26463433
2013,3,14,1270,35.96370711
2013,3,15,1300,36.8132435
2013,3,16,1340,37.94595869
2013,3,17,1360,38.51231628
2013,3,18,1310,37.0964223
2013,3,19,1210,34.26463433
2013,3,20,1270,35.96370711
2013,3,21,1280,36.24688591
2013,3,22,1280,36.24688591
2013,3,23,1220,34.54781313
2013,3,24,1190,33.69827674
2013,3,25,1160,32.84874035
2013,3,26,1220,34.54781313
2013,3,27,1270,35.96370711
2013,3,28,1280,36.24688591
2013,3,29,1290,36.5300647
2013,3,30,1320,37.37960109
2013,3,31,1350,38.22913748
2013,4,1,1360,38.51231628
2013,4,2,1420,40.21138905
2013,4,3,1500,42.47681942
2013,4,4,1580,44.74224979
2013,4,5,1650,46.72450137
2013,4,6,1820,51.5385409
2013,4,7,1770,50.12264692
2013,4,8,1730,48.98993174
2013,4,9,1600,45.30860739
2013,4,10,1490,42.19364063
2013,4,11,1540,43.60953461
2013,4,12,1550,43.8927134
2013,4,13,1530,43.32635581
2013,4,14,1560,44.1758922
2013,4,15,1490,42.19364063
2013,4,16,1460,41.34410424
2013,4,17,1420,40.21138905
2013,4,18,1380,39.07867387
2013,4,19,1420,40.21138905
2013,4,20,1460,41.34410424
2013,4,21,1450,41.06092544
2013,4,22,1450,41.06092544
2013,4,23,1410,39.92821026
2013,4,24,1380,39.07867387
2013,4,25,1400,39.64503146
2013,4,26,1420,40.21138905
2013,4,27,1460,41.34410424
2013,4,28,1730,48.98993174
2013,4,29,2180,61.73297756
2013,4,30,2140,60.60026238
2013,5,1,1950,55.21986525
2013,5,2,1860,52.67125609
2013,5,3,1870,52.95443488
2013,5,4,2210,62.58251395
2013,5,5,2390,67.67973228
2013,5,6,3050,86.36953283
2013,5,7,4440,125.7313855
2013,5,8,5790,163.960523
2013,5,9,6860,194.2606542
2013,5,10,7030,199.0746937
2013,5,11,7410,209.835488
2013,5,12,7940,224.8439641
2013,5,13,9990,282.8956174
2013,5,14,13800,390.7867387
2013,5,15,14800,419.1046183
2013,5,16,13000,368.132435
2013,5,17,12400,351.1417072
2013,5,18,12200,345.4781313
2013,5,19,11700,331.3191915
2013,5,20,10800,305.8330998
2013,5,21,9730,275.5329687
2013,5,22,9470,268.17032
2013,5,23,10100,286.0105841
2013,5,24,11000,311.4966758
2013,5,25,10100,286.0105841
2013,5,26,9550,270.4357503
2013,5,27,9260,262.2235652
2013,5,28,8880,251.462771
2013,5,29,8800,249.1973406
2013,5,30,9140,258.8254197
2013,5,31,8490,240.4187979
2013,6,1,7800,220.879461
2013,6,2,7720,218.6140306
2013,6,3,8230,233.0561492
2013,6,4,8290,234.755222
2013,6,5,7790,220.5962822
2013,6,6,8050,227.9589309
2013,6,7,8700,246.3655527
2013,6,8,9630,272.7011807
2013,6,9,10600,300.1695239
2013,6,10,11600,328.4874035
2013,6,11,12300,348.3099193
2013,6,12,12500,353.9734952
2013,6,13,12200,345.4781313
2013,6,14,11700,331.3191915
2013,6,15,9920,280.9133658
2013,6,16,9040,255.9936317
2013,6,17,8670,245.5160163
2013,6,18,8620,244.1001223
2013,6,19,8600,243.5337647
2013,6,20,8460,239.5692615
2013,6,21,7850,222.295355
2013,6,22,7370,208.7027728
2013,6,23,7040,199.3578725
2013,6,24,6830,193.4111178
2013,6,25,6900,195.3933693
2013,6,26,7200,203.8887332
2013,6,27,7290,206.4373424
2013,6,28,7080,200.4905877
2013,6,29,6880,194.8270118
2013,6,30,6870,194.543833
2013,7,1,6540,185.1989327
2013,7,2,6260,177.2699264
2013,7,3,5990,169.6240989
2013,7,4,5750,162.8278078
2013,7,5,5620,159.1464834
2013,7,6,5750,162.8278078
2013,7,7,5570,157.7305895
2013,7,8,5480,155.1819803
2013,7,9,5200,147.252974
2013,7,10,4880,138.1912525
2013,7,11,4660,131.961319
2013,7,12,4490,127.1472795
2013,7,13,4340,122.8995975
2013,7,14,4220,119.501452
2013,7,15,4070,115.25377
2013,7,16,3890,110.1565517
2013,7,17,3840,108.7406577
2013,7,18,3960,112.1388033
2013,7,19,3720,105.3425122
2013,7,20,3550,100.5284726
2013,7,21,3420,96.84714829
2013,7,22,3310,93.73218153
2013,7,23,3190,90.33403597
2013,7,24,3100,87.78542681
2013,7,25,3020,85.51999644
2013,7,26,2940,83.25456607
2013,7,27,2870,81.2723145
2013,7,28,2870,81.2723145
2013,7,29,2850,80.7059569
2013,7,30,2810,79.57324172
2013,7,31,2790,79.00688413
2013,8,1,2720,77.02463255
2013,8,2,2660,75.32555978
2013,8,3,2580,73.06012941
2013,8,4,2490,70.51152024
2013,8,5,2430,68.81244747
2013,8,6,2370,67.11337469
2013,8,7,2280,64.56476552
2013,8,8,2210,62.58251395
2013,8,9,2200,62.29933515
2013,8,10,2190,62.01615636
2013,8,11,2160,61.16661997
2013,8,12,2120,60.03390479
2013,8,13,2080,58.9011896
2013,8,14,2060,58.33483201
2013,8,15,2020,57.20211682
2013,8,16,1980,56.06940164
2013,8,17,1940,54.93668645
2013,8,18,1910,54.08715007
2013,8,19,1870,52.95443488
2013,8,20,1830,51.8217197
2013,8,21,1790,50.68900451
2013,8,22,1810,51.2553621
2013,8,23,1840,52.10489849
2013,8,24,1830,51.8217197
2013,8,25,1820,51.5385409
2013,8,26,1790,50.68900451
2013,8,27,1750,49.55628933
2013,8,28,1740,49.27311053
2013,8,29,1720,48.70675294
2013,8,30,1720,48.70675294
2013,8,31,1700,48.14039535
2013,9,1,1660,47.00768016
2013,9,2,1620,45.87496498
2013,9,3,1620,45.87496498
2013,9,4,1660,47.00768016
2013,9,5,1640,46.44132257
2013,9,6,1630,46.15814377
2013,9,7,1610,45.59178618
2013,9,8,1600,45.30860739
2013,9,9,1590,45.02542859
2013,9,10,1580,44.74224979
2013,9,11,1550,43.8927134
2013,9,12,1530,43.32635581
2013,9,13,1520,43.04317702
2013,9,14,1610,45.59178618
2013,9,15,1600,45.30860739
2013,9,16,1620,45.87496498
2013,9,17,1630,46.15814377
2013,9,18,1770,50.12264692
2013,9,19,2100,59.46754719
2013,9,20,1980,56.06940164
2013,9,21,1820,51.5385409
2013,9,22,1730,48.98993174
2013,9,23,1700,48.14039535
2013,9,24,1660,47.00768016
2013,9,25,1670,47.29085896
2013,9,26,1740,49.27311053
2013,9,27,1740,49.27311053
2013,9,28,1720,48.70675294
2013,9,29,1700,48.14039535
2013,9,30,1770,50.12264692
2013,10,1,2180,61.73297756
2013,10,2,2230,63.14887154
2013,10,3,2060,58.33483201
2013,10,4,2020,57.20211682
2013,10,5,1910,54.08715007
2013,10,6,1880,53.23761368
2013,10,7,1890,53.52079247
2013,10,8,1940,54.93668645
2013,10,9,1970,55.78622284
2013,10,10,1900,53.80397127
2013,10,11,1870,52.95443488
2013,10,12,1860,52.67125609
2013,10,13,1860,52.67125609
2013,10,14,1870,52.95443488
2013,10,15,1830,51.8217197
2013,10,16,1790,50.68900451
2013,10,17,1790,50.68900451
2013,10,18,1800,50.97218331
2013,10,19,1760,49.83946812
2013,10,20,1750,49.55628933
2013,10,21,1750,49.55628933
2013,10,22,1730,48.98993174
2013,10,23,1720,48.70675294
2013,10,24,1720,48.70675294
2013,10,25,1730,48.98993174
2013,10,26,1710,48.42357414
2013,10,27,1700,48.14039535
2013,10,28,1700,48.14039535
2013,10,29,1670,47.29085896
2013,10,30,1650,46.72450137
2013,10,31,1680,47.57403775
2013,11,1,1670,47.29085896
2013,11,2,1650,46.72450137
2013,11,3,1670,47.29085896
2013,11,4,1690,47.85721655
2013,11,5,1580,44.74224979
2013,11,6,1570,44.459071
2013,11,7,1640,46.44132257
2013,11,8,1650,46.72450137
2013,11,9,1650,46.72450137
2013,11,10,1620,45.87496498
2013,11,11,1610,45.59178618
2013,11,12,1610,45.59178618
2013,11,13,1580,44.74224979
2013,11,14,1590,45.02542859
2013,11,15,1580,44.74224979
2013,11,16,1550,43.8927134
2013,11,17,1550,43.8927134
2013,11,18,1500,42.47681942
2013,11,19,1570,44.459071
2013,11,20,1570,44.459071
2013,11,21,1510,42.75999822
2013,11,22,1320,37.37960109
2013,11,23,1200,33.98145554
2013,11,24,1280,36.24688591
2013,11,25,1490,42.19364063
2013,11,26,1530,43.32635581
2013,11,27,1480,41.91046183
2013,11,28,1450,41.06092544
2013,11,29,1440,40.77774665
2013,11,30,1430,40.49456785
2013,12,1,1460,41.34410424
2013,12,2,1480,41.91046183
2013,12,3,1490,42.19364063
2013,12,4,1210,34.26463433
2013,12,5,895,25.34450226
2013,12,6,765,21.66317791
2013,12,7,750,21.23840971
2013,12,8,770,21.8047673
2013,12,9,780,22.0879461
2013,12,10,777,22.00299246
2013,12,11,975,27.60993263
2013,12,12,1110,31.43284637
2013,12,13,1230,34.83099193
2013,12,14,1280,36.24688591
2013,12,15,1310,37.0964223
2013,12,16,1310,37.0964223
2013,12,17,1320,37.37960109
2013,12,18,1300,36.8132435
2013,12,19,1250,35.39734952
2013,12,20,1190,33.69827674
2013,12,21,1220,34.54781313
2013,12,22,1250,35.39734952
2013,12,23,1220,34.54781313
2013,12,24,1280,36.24688591
2013,12,25,1230,34.83099193
2013,12,26,1200,33.98145554
2013,12,27,1270,35.96370711
2013,12,28,1260,35.68052832
2013,12,29,1230,34.83099193
2013,12,30,1240,35.11417072
2013,12,31,1260,35.68052832
2014,1,1,1270,35.96370711
2014,1,2,1250,35.39734952
2014,1,3,1240,35.11417072
2014,1,4,1240,35.11417072
2014,1,5,1070,30.30013119
2014,1,6,960,27.18516443
2014,1,7,921,26.08076713
2014,1,8,1120,31.71602517
2014,1,9,1200,33.98145554
2014,1,10,1200,33.98145554
2014,1,11,1230,34.83099193
2014,1,12,1250,35.39734952
2014,1,13,1220,34.54781313
2014,1,14,1210,34.26463433
2014,1,15,1210,34.26463433
2014,1,16,1200,33.98145554
2014,1,17,1170,33.13191915
2014,1,18,1140,32.28238276
2014,1,19,1130,31.99920397
2014,1,20,1170,33.13191915
2014,1,21,1120,31.71602517
2014,1,22,1130,31.99920397
2014,1,23,1150,32.56556156
2014,1,24,1100,31.14966758
2014,1,25,1130,31.99920397
2014,1,26,1120,31.71602517
2014,1,27,1090,30.86648878
2014,1,28,1000,28.31787962
2014,1,29,991,28.0630187
2014,1,30,1110,31.43284637
2014,1,31,1040,29.4505948
2014,2,1,1040,29.4505948
2014,2,2,975,27.60993263
2014,2,3,1040,29.4505948
2014,2,4,895,25.34450226
2014,2,5,843,23.87197252
2014,2,6,785,22.2295355
2014,2,7,815,23.07907189
2014,2,8,989,28.00638294
2014,2,9,1010,28.60105841
2014,2,10,1020,28.88423721
2014,2,11,1110,31.43284637
2014,2,12,1090,30.86648878
2014,2,13,1110,31.43284637
2014,2,14,1100,31.14966758
2014,2,15,1110,31.43284637
2014,2,16,1220,34.54781313
2014,2,17,1160,32.84874035
2014,2,18,1140,32.28238276
2014,2,19,1100,31.14966758
2014,2,20,1090,30.86648878
2014,2,21,1070,30.30013119
2014,2,22,1060,30.01695239
2014,2,23,1070,30.30013119
2014,2,24,1020,28.88423721
2014,2,25,1020,28.88423721
2014,2,26,994,28.14797234
2014,2,27,1050,29.7337736
2014,2,28,1100,31.14966758
2014,3,1,907,25.68431681
2014,3,2,835,23.64542948
2014,3,3,1100,31.14966758
2014,3,4,1240,35.11417072
2014,3,5,1260,35.68052832
2014,3,6,1350,38.22913748
2014,3,7,1340,37.94595869
2014,3,8,1280,36.24688591
2014,3,9,1300,36.8132435
2014,3,10,1380,39.07867387
2014,3,11,1440,40.77774665
2014,3,12,1370,38.79549507
2014,3,13,1330,37.66277989
2014,3,14,1360,38.51231628
2014,3,15,1390,39.36185267
2014,3,16,1420,40.21138905
2014,3,17,1440,40.77774665
2014,3,18,1480,41.91046183
2014,3,19,1400,39.64503146
2014,3,20,1370,38.79549507
2014,3,21,1390,39.36185267
2014,3,22,1380,39.07867387
2014,3,23,1400,39.64503146
2014,3,24,1390,39.36185267
2014,3,25,1390,39.36185267
2014,3,26,1470,41.62728304
2014,3,27,1520,43.04317702
2014,3,28,1460,41.34410424
2014,3,29,1480,41.91046183
2014,3,30,1560,44.1758922
2014,3,31,1550,43.8927134
2014,4,1,1510,42.75999822
2014,4,2,1540,43.60953461
2014,4,3,1580,44.74224979
2014,4,4,1560,44.1758922
2014,4,5,1560,44.1758922
2014,4,6,1580,44.74224979
2014,4,7,1570,44.459071
2014,4,8,1570,44.459071
2014,4,9,1660,47.00768016
2014,4,10,1820,51.5385409
2014,4,11,1900,53.80397127
2014,4,12,2020,57.20211682
2014,4,13,2080,58.9011896
2014,4,14,1970,55.78622284
2014,4,15,1920,54.37032886
2014,4,16,1940,54.93668645
2014,4,17,1870,52.95443488
2014,4,18,1920,54.37032886
2014,4,19,2180,61.73297756
2014,4,20,2340,66.2638383
2014,4,21,2560,72.49377182
2014,4,22,2950,83.53774487
2014,4,23,3860,109.3070153
2014,4,24,3900,110.4397305
2014,4,25,3330,94.29853912
2014,4,26,3230,91.46675116
2014,4,27,3620,102.5107242
2014,4,28,3580,101.378009
2014,4,29,3230,91.46675116
2014,4,30,3000,84.95363885
2014,5,1,2950,83.53774487
2014,5,2,3460,97.97986347
2014,5,3,5000,141.5893981
2014,5,4,7120,201.6233029
2014,5,5,7270,205.8709848
2014,5,6,7510,212.6672759
2014,5,7,6910,195.6765481
2014,5,8,5810,164.5268806
2014,5,9,5500,155.7483379
2014,5,10,5660,160.2791986
2014,5,11,5130,145.2707224
2014,5,12,4570,129.4127098
2014,5,13,4280,121.2005248
2014,5,14,4260,120.6341672
2014,5,15,4670,132.2444978
2014,5,16,6450,182.6503235
2014,5,17,8560,242.4010495
2014,5,18,11000,311.4966758
2014,5,19,12500,353.9734952
2014,5,20,11600,328.4874035
2014,5,21,11700,331.3191915
2014,5,22,14800,419.1046183
2014,5,23,17800,504.0582572
2014,5,24,19400,549.3668645
2014,5,25,21500,608.8344117
2014,5,26,24200,685.2926867
2014,5,27,26500,750.4238098
2014,5,28,27400,775.9099015
2014,5,29,28600,809.891357
2014,5,30,25900,733.433082
2014,5,31,24200,685.2926867
2014,6,1,22700,642.8158673
2014,6,2,20200,572.0211682
2014,6,3,20800,589.011896
2014,6,4,20100,569.1893803
2014,6,5,18900,535.2079247
2014,6,6,18500,523.8807729
2014,6,7,17500,495.5628933
2014,6,8,17400,492.7311053
2014,6,9,16800,475.7403775
2014,6,10,17200,487.0675294
2014,6,11,17400,492.7311053
2014,6,12,16800,475.7403775
2014,6,13,17200,487.0675294
2014,6,14,18100,512.553621
2014,6,15,16000,453.0860739
2014,6,16,14900,421.9364063
2014,6,17,14900,421.9364063
2014,6,18,13900,393.6185267
2014,6,19,12900,365.300647
2014,6,20,12200,345.4781313
2014,6,21,12500,353.9734952
2014,6,22,12800,362.4688591
2014,6,23,12800,362.4688591
2014,6,24,13000,368.132435
2014,6,25,13400,379.4595869
2014,6,26,14100,399.2821026
2014,6,27,15000,424.7681942
2014,6,28,15500,438.927134
2014,6,29,14400,407.7774665
2014,6,30,13500,382.2913748
2014,7,1,12900,365.300647
2014,7,2,12500,353.9734952
2014,7,3,12600,356.8052832
2014,7,4,12600,356.8052832
2014,7,5,12500,353.9734952
2014,7,6,12100,342.6463433
2014,7,7,11600,328.4874035
2014,7,8,11200,317.1602517
2014,7,9,10700,303.0013119
2014,7,10,10500,297.337736
2014,7,11,10200,288.8423721
2014,7,12,9930,281.1965446
2014,7,13,9620,272.4180019
2014,7,14,9270,262.506744
2014,7,15,8990,254.5777377
2014,7,16,8860,250.8964134
2014,7,17,8490,240.4187979
2014,7,18,8250,233.6225068
2014,7,19,8020,227.1093945
2014,7,20,7750,219.463567
2014,7,21,7530,213.2336335
2014,7,22,7560,214.0831699
2014,7,23,7270,205.8709848
2014,7,24,6970,197.3756209
2014,7,25,6740,190.8625086
2014,7,26,6490,183.7830387
2014,7,27,6270,177.5531052
2014,7,28,6060,171.6063505
2014,7,29,5900,167.0754897
2014,7,30,5810,164.5268806
2014,7,31,5600,158.5801258
2014,8,1,5470,154.8988015
2014,8,2,5360,151.7838347
2014,8,3,5210,147.5361528
2014,8,4,5080,143.8548284
2014,8,5,5130,145.2707224
2014,8,6,5240,148.3856892
2014,8,7,5050,143.0052921
2014,8,8,5000,141.5893981
2014,8,9,4940,139.8903253
2014,8,10,4710,133.377213
2014,8,11,4490,127.1472795
2014,8,12,4300,121.7668823
2014,8,13,4190,118.6519156
2014,8,14,4140,117.2360216
2014,8,15,4060,114.9705912
2014,8,16,3960,112.1388033
2014,8,17,3850,109.0238365
2014,8,18,3680,104.209797
2014,8,19,3580,101.378009
2014,8,20,3530,99.96211504
2014,8,21,3540,100.2452938
2014,8,22,3630,102.793903
2014,8,23,3890,110.1565517
2014,8,24,3960,112.1388033
2014,8,25,3780,107.0415849
2014,8,26,3680,104.209797
2014,8,27,3520,99.67893625
2014,8,28,3350,94.86489671
2014,8,29,3290,93.16582394
2014,8,30,3350,94.86489671
2014,8,31,4170,118.085558
2014,9,1,4500,127.4304583
2014,9,2,4080,115.5369488
2014,9,3,3580,101.378009
2014,9,4,3370,95.4312543
2014,9,5,3220,91.18357236
2014,9,6,3120,88.3517844
2014,9,7,3040,86.08635403
2014,9,8,2970,84.10410246
2014,9,9,2930,82.97138727
2014,9,10,2950,83.53774487
2014,9,11,2960,83.82092366
2014,9,12,2910,82.40502968
2014,9,13,2850,80.7059569
2014,9,14,2800,79.29006292
2014,9,15,2730,77.30781135
2014,9,16,2660,75.32555978
2014,9,17,2630,74.47602339
2014,9,18,2620,74.19284459
2014,9,19,2760,78.15734774
2014,9,20,3090,87.50224801
2014,9,21,2770,78.44052654
2014,9,22,2710,76.74145376
2014,9,23,2730,77.30781135
2014,9,24,2690,76.17509617
2014,9,25,2620,74.19284459
2014,9,26,2570,72.77695061
2014,9,27,2690,76.17509617
2014,9,28,2850,80.7059569
2014,9,29,2860,80.9891357
2014,9,30,2770,78.44052654
2014,10,1,2910,82.40502968
2014,10,2,2970,84.10410246
2014,10,3,2850,80.7059569
2014,10,4,2730,77.30781135
2014,10,5,2680,75.89191737
2014,10,6,2650,75.04238098
2014,10,7,2600,73.626487
2014,10,8,2570,72.77695061
2014,10,9,2540,71.92741422
2014,10,10,2510,71.07787784
2014,10,11,2480,70.22834145
2014,10,12,2520,71.36105663
2014,10,13,2530,71.64423543
2014,10,14,2500,70.79469904
2014,10,15,2480,70.22834145
2014,10,16,2490,70.51152024
2014,10,17,2480,70.22834145
2014,10,18,2430,68.81244747
2014,10,19,2400,67.96291108
2014,10,20,2370,67.11337469
2014,10,21,2370,67.11337469
2014,10,22,2360,66.83019589
2014,10,23,2350,66.5470171
2014,10,24,2310,65.41430191
2014,10,25,2300,65.13112312
2014,10,26,2290,64.84794432
2014,10,27,2430,68.81244747
2014,10,28,2380,67.39655349
2014,10,29,2320,65.69748071
2014,10,30,2280,64.56476552
2014,10,31,2260,63.99840793
2014,11,1,2270,64.28158673
2014,11,2,2300,65.13112312
2014,11,3,2340,66.2638383
2014,11,4,2240,63.43205034
2014,11,5,2220,62.86569275
2014,11,6,2200,62.29933515
2014,11,7,2180,61.73297756
2014,11,8,2180,61.73297756
2014,11,9,2140,60.60026238
2014,11,10,2190,62.01615636
2014,11,11,2050,58.05165321
2014,11,12,1770,50.12264692
2014,11,13,1500,42.47681942
2014,11,14,1600,45.30860739
2014,11,15,1600,45.30860739
2014,11,16,1620,45.87496498
2014,11,17,1690,47.85721655
2014,11,18,1810,51.2553621
2014,11,19,1890,53.52079247
2014,11,20,1980,56.06940164
2014,11,21,1990,56.35258044
2014,11,22,2040,57.76847442
2014,11,23,2090,59.1843684
2014,11,24,1970,55.78622284
2014,11,25,1930,54.65350766
2014,11,26,1940,54.93668645
2014,11,27,1950,55.21986525
2014,11,28,1950,55.21986525
2014,11,29,1940,54.93668645
2014,11,30,1890,53.52079247
2014,12,1,1720,48.70675294
2014,12,2,1750,49.55628933
2014,12,3,1840,52.10489849
2014,12,4,1840,52.10489849
2014,12,5,1870,52.95443488
2014,12,6,1850,52.38807729
2014,12,7,1830,51.8217197
2014,12,8,1820,51.5385409
2014,12,9,1750,49.55628933
2014,12,10,1740,49.27311053
2014,12,11,1720,48.70675294
2014,12,12,1690,47.85721655
2014,12,13,1690,47.85721655
2014,12,14,1710,48.42357414
2014,12,15,1680,47.57403775
2014,12,16,1630,46.15814377
2014,12,17,1650,46.72450137
2014,12,18,1650,46.72450137
2014,12,19,1650,46.72450137
2014,12,20,1650,46.72450137
2014,12,21,1660,47.00768016
2014,12,22,1670,47.29085896
2014,12,23,1630,46.15814377
2014,12,24,1580,44.74224979
2014,12,25,1630,46.15814377
2014,12,26,1530,43.32635581
2014,12,27,1390,39.36185267
2014,12,28,1500,42.47681942
2014,12,29,1640,46.44132257
2014,12,30,1340,37.94595869
2014,12,31,1130,31.99920397
2015,1,1,1080,30.58330998
2015,1,2,1310,37.0964223
2015,1,3,1350,38.22913748
2015,1,4,1320,37.37960109
2015,1,5,1420,40.21138905
2015,1,6,1570,44.459071
2015,1,7,1430,40.49456785
2015,1,8,1600,45.30860739
2015,1,9,1470,41.62728304
2015,1,10,1530,43.32635581
2015,1,11,1540,43.60953461
2015,1,12,1530,43.32635581
2015,1,13,1540,43.60953461
2015,1,14,1460,41.34410424
2015,1,15,1380,39.07867387
2015,1,16,1440,40.77774665
2015,1,17,1450,41.06092544
2015,1,18,1480,41.91046183
2015,1,19,1550,43.8927134
2015,1,20,1540,43.60953461
2015,1,21,1510,42.75999822
2015,1,22,1410,39.92821026
2015,1,23,1430,40.49456785
2015,1,24,1460,41.34410424
2015,1,25,1480,41.91046183
2015,1,26,1510,42.75999822
2015,1,27,1510,42.75999822
2015,1,28,1520,43.04317702
2015,1,29,1540,43.60953461
2015,1,30,1520,43.04317702
2015,1,31,1460,41.34410424
2015,2,1,1460,41.34410424
2015,2,2,1500,42.47681942
2015,2,3,1520,43.04317702
2015,2,4,1530,43.32635581
2015,2,5,1520,43.04317702
2015,2,6,1540,43.60953461
2015,2,7,1570,44.459071
2015,2,8,1630,46.15814377
2015,2,9,1610,45.59178618
2015,2,10,1620,45.87496498
2015,2,11,1620,45.87496498
2015,2,12,1580,44.74224979
2015,2,13,1580,44.74224979
2015,2,14,1560,44.1758922
2015,2,15,1570,44.459071
2015,2,16,1580,44.74224979
2015,2,17,1490,42.19364063
2015,2,18,1490,42.19364063
2015,2,19,1540,43.60953461
2015,2,20,1540,43.60953461
2015,2,21,1550,43.8927134
2015,2,22,1450,41.06092544
2015,2,23,1280,36.24688591
2015,2,24,1410,39.92821026
2015,2,25,1550,43.8927134
2015,2,26,1520,43.04317702
2015,2,27,1410,39.92821026
2015,2,28,1420,40.21138905
2015,3,1,1410,39.92821026
2015,3,2,1400,39.64503146
2015,3,3,1430,40.49456785
2015,3,4,1440,40.77774665
2015,3,5,1400,39.64503146
2015,3,6,1430,40.49456785
2015,3,7,1470,41.62728304
2015,3,8,1470,41.62728304
2015,3,9,1460,41.34410424
2015,3,10,1470,41.62728304
2015,3,11,1490,42.19364063
2015,3,12,1500,42.47681942
2015,3,13,1530,43.32635581
2015,3,14,1530,43.32635581
2015,3,15,1580,44.74224979
2015,3,16,1720,48.70675294
2015,3,17,1850,52.38807729
2015,3,18,1960,55.50304405
2015,3,19,2040,57.76847442
2015,3,20,2000,56.63575923
2015,3,21,2060,58.33483201
2015,3,22,2180,61.73297756
2015,3,23,2180,61.73297756
2015,3,24,2160,61.16661997
2015,3,25,2090,59.1843684
2015,3,26,1980,56.06940164
2015,3,27,1930,54.65350766
2015,3,28,2010,56.91893803
2015,3,29,2350,66.5470171
2015,3,30,2460,69.66198385
2015,3,31,2550,72.21059302
2015,4,1,2930,82.97138727
2015,4,2,2970,84.10410246
2015,4,3,2640,74.75920219
2015,4,4,2490,70.51152024
2015,4,5,2410,68.24608987
2015,4,6,2350,66.5470171
2015,4,7,2260,63.99840793
2015,4,8,2190,62.01615636
2015,4,9,2210,62.58251395
2015,4,10,2200,62.29933515
2015,4,11,2270,64.28158673
2015,4,12,2350,66.5470171
2015,4,13,2360,66.83019589
2015,4,14,2320,65.69748071
2015,4,15,2670,75.60873857
2015,4,16,2910,82.40502968
2015,4,17,2750,77.87416894
2015,4,18,3080,87.21906922
2015,4,19,3780,107.0415849
2015,4,20,3870,109.5901941
2015,4,21,3850,109.0238365
2015,4,22,4440,125.7313855
2015,4,23,5060,143.2884709
2015,4,24,5160,146.1202588
2015,4,25,5180,146.6866164
2015,4,26,5050,143.0052921
2015,4,27,4540,128.5631735
2015,4,28,4380,124.0323127
2015,4,29,5140,145.5539012
2015,4,30,6890,195.1101906
2015,5,1,7620,215.7822427
2015,5,2,8060,228.2421097
2015,5,3,8010,226.8262157
2015,5,4,7970,225.6935005
2015,5,5,8590,243.2505859
2015,5,6,9060,256.5599893
2015,5,7,9150,259.1085985
2015,5,8,8140,230.5075401
2015,5,9,7230,204.7382696
2015,5,10,6660,188.5970782
2015,5,11,6240,176.7035688
2015,5,12,6180,175.004496
2015,5,13,6640,188.0307206
2015,5,14,7220,204.4550908
2015,5,15,7690,217.7644942
2015,5,16,8940,253.1618438
2015,5,17,9530,269.8693927
2015,5,18,8620,244.1001223
2015,5,19,8220,232.7729704
2015,5,20,7980,225.9766793
2015,5,21,7790,220.5962822
2015,5,22,8200,232.2066128
2015,5,23,8570,242.6842283
2015,5,24,8990,254.5777377
2015,5,25,9130,258.5422409
2015,5,26,9180,259.9581349
2015,5,27,9670,273.8338959
2015,5,28,9820,278.0815778
2015,5,29,10200,288.8423721
2015,5,30,10400,294.505948
2015,5,31,11600,328.4874035
2015,6,1,13700,387.9549507
2015,6,2,14500,410.6092544
2015,6,3,13500,382.2913748
2015,6,4,12700,359.6370711
2015,6,5,12300,348.3099193
2015,6,6,12000,339.8145554
2015,6,7,11900,336.9827674
2015,6,8,11900,336.9827674
2015,6,9,12400,351.1417072
2015,6,10,12000,339.8145554
2015,6,11,11700,331.3191915
2015,6,12,10900,308.6648878
2015,6,13,10700,303.0013119
2015,6,14,9960,282.046081
2015,6,15,9310,263.6394592
2015,6,16,9280,262.7899228
2015,6,17,9100,257.6927045
2015,6,18,8640,244.6664799
2015,6,19,8350,236.4542948
2015,6,20,8110,229.6580037
2015,6,21,7670,217.1981367
2015,6,22,7330,207.5700576
2015,6,23,7080,200.4905877
2015,6,24,6810,192.8447602
2015,6,25,6550,185.4821115
2015,6,26,6360,180.1017144
2015,6,27,6160,174.4381384
2015,6,28,6010,170.1904565
2015,6,29,5830,165.0932382
2015,6,30,5690,161.128735
2015,7,1,5550,157.1642319
2015,7,2,5370,152.0670135
2015,7,3,5180,146.6866164
2015,7,4,5040,142.7221133
2015,7,5,4880,138.1912525
2015,7,6,5050,143.0052921
2015,7,7,4940,139.8903253
2015,7,8,4750,134.5099282
2015,7,9,4670,132.2444978
2015,7,10,4580,129.6958886
2015,7,11,4760,134.793107
2015,7,12,4480,126.8641007
2015,7,13,4150,117.5192004
2015,7,14,3960,112.1388033
2015,7,15,3860,109.3070153
2015,7,16,3830,108.4574789
2015,7,17,3760,106.4752274
2015,7,18,3620,102.5107242
2015,7,19,3530,99.96211504
2015,7,20,3430,97.13032708
2015,7,21,3330,94.29853912
